@relation JM1
@attribute country code {AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW}
@attribute currentTime real
@attribute predictionTime real
@attribute exposureTime real
@attribute exposure {Arsenic,Asbestos,Asphalt fumes,Benzene,Beryllium,1-Bromopropane,13-Butadiene,Cadmium,Chromium,Diacetyl,Diesel exhaust,Ethylene oxide,Formaldehyde,Hexavalent chromium,Hydrogen sulfide,Isocyanates,Lead,Mercury,Metals toxic,Metalworking fluids,Methylene chloride,SilicaCrystalline,Solvents,Synthetic mineral fibers,Toluene}
@attribute gender {F,M}
@attribute mutationCount numeric
@data
YT,631152000000,1587340800000,0,Arsenic,F,34
CC,631152000000,1587340800000,0,Arsenic,F,28
CW,631152000000,1587340800000,1,Arsenic,M,35
DE,631152000000,1587340800000,0,Arsenic,M,44
CG,631152000000,1587340800000,0,Arsenic,F,37
GB,631152000000,1587340800000,0,Arsenic,M,33
BO,631152000000,1587340800000,0,Arsenic,M,26
HK,631152000000,1587340800000,0,Arsenic,M,29
MU,631152000000,1587340800000,1,Arsenic,M,40
EE,631152000000,1587340800000,0,Arsenic,F,35
CY,631152000000,1587340800000,0,Arsenic,M,33
GL,631152000000,1587340800000,0,Arsenic,M,41
ME,631152000000,1587340800000,0,Arsenic,M,28
UG,631152000000,1587340800000,0,Arsenic,F,26
AU,631152000000,1587340800000,0,Arsenic,M,37
BO,631152000000,1587340800000,0,Arsenic,M,26
PN,631152000000,1587340800000,0,Arsenic,F,36
GN,631152000000,1587340800000,1,Arsenic,M,41
NU,631152000000,1587340800000,0,Arsenic,F,27
ER,631152000000,1587340800000,0,Arsenic,F,44
BL,631152000000,1587340800000,0,Arsenic,F,36
RW,631152000000,1587340800000,1,Arsenic,M,30
IR,631152000000,1587340800000,0,Arsenic,F,34
AN,631152000000,1587340800000,0,Arsenic,F,53
PT,631152000000,1587340800000,0,Arsenic,F,32
CV,631152000000,1587340800000,0,Arsenic,M,35
PG,631152000000,1587340800000,0,Arsenic,F,29
US,631152000000,1587340800000,0,Arsenic,M,32
AN,631152000000,1587340800000,0,Arsenic,F,53
MD,631152000000,1587340800000,0,Arsenic,M,29
AX,631152000000,1587340800000,1,Arsenic,M,37
BT,631152000000,1587340800000,0,Arsenic,M,35
BW,631152000000,1587340800000,0,Arsenic,M,42
CC,631152000000,1587340800000,1,Arsenic,M,28
VI,631152000000,1587340800000,0,Arsenic,F,31
GY,631152000000,1587340800000,0,Arsenic,M,40
CM,631152000000,1587340800000,0,Arsenic,M,29
SG,631152000000,1587340800000,0,Arsenic,F,43
AD,631152000000,1587340800000,0,Arsenic,F,34
SB,631152000000,1587340800000,0,Arsenic,M,38
RS,631152000000,1587340800000,0,Arsenic,M,40
MV,631152000000,1587340800000,1,Arsenic,M,29
BW,631152000000,1587340800000,0,Arsenic,F,42
PK,631152000000,1587340800000,0,Arsenic,F,42
NP,631152000000,1587340800000,0,Arsenic,F,38
KP,631152000000,1587340800000,0,Arsenic,F,31
MH,631152000000,1587340800000,0,Arsenic,F,29
TJ,631152000000,1587340800000,1,Arsenic,M,31
AX,631152000000,1587340800000,0,Arsenic,M,37
ZA,631152000000,1587340800000,1,Arsenic,F,33
CK,631152000000,1587340800000,0,Arsenic,M,40
WS,631152000000,1587340800000,0,Arsenic,F,39
VG,631152000000,1587340800000,0,Arsenic,M,31
BD,631152000000,1587340800000,0,Arsenic,M,35
TV,631152000000,1587340800000,0,Arsenic,F,36
LC,631152000000,1587340800000,0,Arsenic,M,36
HU,631152000000,1587340800000,0,Arsenic,M,33
LA,631152000000,1587340800000,0,Arsenic,F,42
TG,631152000000,1587340800000,0,Arsenic,M,33
SK,631152000000,1587340800000,0,Arsenic,M,36
MT,631152000000,1587340800000,0,Arsenic,F,36
CR,631152000000,1587340800000,0,Arsenic,F,35
SB,631152000000,1587340800000,0,Arsenic,F,38
KN,631152000000,1587340800000,0,Arsenic,F,43
RS,631152000000,1587340800000,0,Arsenic,F,40
SA,631152000000,1587340800000,1,Arsenic,F,27
BD,631152000000,1587340800000,0,Arsenic,F,35
BH,631152000000,1587340800000,0,Arsenic,M,31
AG,631152000000,1587340800000,0,Arsenic,M,30
CN,631152000000,1587340800000,0,Arsenic,F,39
SX,631152000000,1587340800000,0,Arsenic,M,31
AE,631152000000,1587340800000,0,Arsenic,F,39
DO,631152000000,1587340800000,0,Arsenic,M,32
HK,631152000000,1587340800000,1,Arsenic,M,29
AS,631152000000,1587340800000,0,Arsenic,M,41
PM,631152000000,1587340800000,1,Arsenic,F,24
MZ,631152000000,1587340800000,0,Arsenic,M,42
TZ,631152000000,1587340800000,0,Arsenic,F,38
NR,631152000000,1587340800000,0,Arsenic,F,35
BW,631152000000,1587340800000,0,Arsenic,F,42
GE,631152000000,1587340800000,1,Arsenic,M,32
PK,631152000000,1587340800000,0,Arsenic,F,42
KY,631152000000,1587340800000,0,Arsenic,M,44
TF,631152000000,1587340800000,0,Arsenic,F,31
SR,631152000000,1587340800000,0,Arsenic,M,30
LY,631152000000,1587340800000,0,Arsenic,M,46
BT,631152000000,1587340800000,0,Arsenic,M,35
MT,631152000000,1587340800000,0,Arsenic,F,36
UA,631152000000,1587340800000,0,Arsenic,F,34
PA,631152000000,1587340800000,0,Arsenic,F,30
DZ,631152000000,1587340800000,0,Arsenic,M,36
AF,631152000000,1587340800000,0,Arsenic,F,38
OM,631152000000,1587340800000,0,Arsenic,M,36
AS,631152000000,1587340800000,1,Arsenic,M,41
CF,631152000000,1587340800000,0,Arsenic,F,26
JM,631152000000,1587340800000,0,Arsenic,F,29
CH,631152000000,1587340800000,0,Arsenic,M,27
TZ,631152000000,1587340800000,1,Arsenic,F,38
AW,631152000000,1587340800000,0,Arsenic,F,36
CC,631152000000,1587340800000,0,Arsenic,M,28
LA,631152000000,1587340800000,0,Arsenic,F,42
AQ,631152000000,1587340800000,0,Arsenic,M,31
SY,631152000000,1587340800000,0,Arsenic,M,30
VU,631152000000,1587340800000,0,Arsenic,M,40
BO,631152000000,1587340800000,0,Arsenic,M,26
AE,631152000000,1587340800000,0,Arsenic,F,39
HM,631152000000,1587340800000,0,Arsenic,F,36
JE,631152000000,1587340800000,0,Arsenic,M,24
SA,631152000000,1587340800000,0,Arsenic,M,27
CA,631152000000,1587340800000,0,Arsenic,F,40
CM,631152000000,1587340800000,0,Arsenic,M,29
SM,631152000000,1587340800000,0,Arsenic,F,37
KR,631152000000,1587340800000,0,Arsenic,F,32
PY,631152000000,1587340800000,0,Arsenic,M,26
FO,631152000000,1587340800000,1,Arsenic,M,31
EG,631152000000,1587340800000,0,Arsenic,M,32
BI,631152000000,1587340800000,0,Arsenic,M,40
EC,631152000000,1587340800000,0,Arsenic,F,28
SS,631152000000,1587340800000,0,Arsenic,M,29
CN,631152000000,1587340800000,0,Arsenic,F,39
AU,631152000000,1587340800000,0,Arsenic,M,37
CV,631152000000,1587340800000,0,Arsenic,M,35
BY,631152000000,1587340800000,0,Arsenic,F,28
CA,631152000000,1587340800000,0,Arsenic,F,40
FM,631152000000,1587340800000,0,Arsenic,F,37
HN,631152000000,1587340800000,1,Arsenic,F,33
AX,631152000000,1587340800000,0,Arsenic,F,37
LI,631152000000,1587340800000,0,Arsenic,M,27
RW,631152000000,1587340800000,0,Arsenic,M,30
SD,631152000000,1587340800000,0,Arsenic,M,37
UA,631152000000,1587340800000,0,Arsenic,M,34
MY,631152000000,1587340800000,0,Arsenic,F,37
PM,631152000000,1587340800000,0,Arsenic,F,24
IS,631152000000,1587340800000,0,Arsenic,F,26
TG,631152000000,1587340800000,0,Arsenic,M,33
NP,631152000000,1587340800000,0,Arsenic,M,38
CW,631152000000,1587340800000,0,Arsenic,F,35
BZ,631152000000,1587340800000,1,Arsenic,M,28
MD,631152000000,1587340800000,0,Arsenic,M,29
CK,631152000000,1587340800000,0,Arsenic,M,40
KE,631152000000,1587340800000,1,Arsenic,F,27
FM,631152000000,1587340800000,0,Arsenic,M,37
ER,631152000000,1587340800000,0,Arsenic,F,44
KG,631152000000,1587340800000,0,Arsenic,M,40
CF,631152000000,1587340800000,0,Arsenic,M,26
SI,631152000000,1587340800000,0,Arsenic,F,31
SN,631152000000,1587340800000,0,Arsenic,F,34
LB,631152000000,1587340800000,0,Arsenic,F,39
BJ,631152000000,1587340800000,0,Arsenic,M,45
KR,631152000000,1587340800000,0,Arsenic,M,32
WF,631152000000,1587340800000,0,Arsenic,F,31
TL,631152000000,1587340800000,0,Arsenic,F,24
LU,631152000000,1587340800000,0,Arsenic,M,35
ZM,631152000000,1587340800000,0,Arsenic,F,28
CU,631152000000,1587340800000,0,Arsenic,M,40
PT,631152000000,1587340800000,0,Arsenic,M,32
BF,631152000000,1587340800000,0,Arsenic,F,32
KR,631152000000,1587340800000,0,Arsenic,F,32
JO,631152000000,1587340800000,0,Arsenic,M,36
TO,631152000000,1587340800000,1,Arsenic,F,37
LK,631152000000,1587340800000,0,Arsenic,M,36
CA,631152000000,1587340800000,0,Arsenic,M,40
KG,631152000000,1587340800000,0,Arsenic,F,40
GG,631152000000,1587340800000,0,Arsenic,M,29
KH,631152000000,1587340800000,0,Arsenic,M,37
CI,631152000000,1587340800000,0,Arsenic,F,44
BL,631152000000,1587340800000,0,Arsenic,M,36
MV,631152000000,1587340800000,0,Arsenic,F,29
BH,631152000000,1587340800000,0,Arsenic,F,31
NI,631152000000,1587340800000,0,Arsenic,M,26
TJ,631152000000,1587340800000,0,Arsenic,M,31
ZA,631152000000,1587340800000,0,Arsenic,F,33
LS,631152000000,1587340800000,0,Arsenic,M,30
AD,631152000000,1587340800000,0,Arsenic,M,34
WF,631152000000,1587340800000,0,Arsenic,M,31
BF,631152000000,1587340800000,1,Arsenic,F,32
CA,631152000000,1587340800000,1,Arsenic,F,40
AM,631152000000,1587340800000,0,Arsenic,F,40
CK,631152000000,1587340800000,0,Arsenic,M,40
LC,631152000000,1587340800000,0,Arsenic,M,36
VN,631152000000,1587340800000,1,Arsenic,F,26
AR,631152000000,1587340800000,0,Arsenic,F,33
IT,631152000000,1587340800000,0,Arsenic,F,34
QA,631152000000,1587340800000,0,Arsenic,F,37
CF,631152000000,1587340800000,0,Arsenic,M,26
BI,631152000000,1587340800000,1,Arsenic,M,40
IN,631152000000,1587340800000,0,Arsenic,F,39
GB,631152000000,1587340800000,0,Arsenic,F,33
RO,631152000000,1587340800000,0,Arsenic,M,34
GY,631152000000,1587340800000,0,Arsenic,F,40
MM,631152000000,1587340800000,0,Arsenic,F,35
MX,631152000000,1587340800000,0,Arsenic,M,32
GR,631152000000,1587340800000,0,Arsenic,M,35
RE,631152000000,1587340800000,0,Arsenic,M,33
DE,631152000000,1587340800000,0,Arsenic,M,44
SG,631152000000,1587340800000,1,Arsenic,M,43
MX,631152000000,1587340800000,0,Arsenic,F,32
AM,631152000000,1587340800000,0,Arsenic,M,40
BV,631152000000,1587340800000,0,Arsenic,F,32
MK,631152000000,1587340800000,0,Arsenic,M,36
IT,631152000000,1587340800000,0,Arsenic,F,34
CH,631152000000,1587340800000,0,Arsenic,M,27
LY,631152000000,1587340800000,1,Arsenic,F,46
ML,631152000000,1587340800000,1,Arsenic,M,33
SG,631152000000,1587340800000,0,Arsenic,F,43
MN,631152000000,1587340800000,0,Arsenic,M,37
ZM,631152000000,1587340800000,0,Arsenic,F,28
MY,631152000000,1587340800000,0,Arsenic,M,37
ER,631152000000,1587340800000,0,Arsenic,F,44
SO,631152000000,1587340800000,0,Arsenic,F,32
FR,631152000000,1587340800000,0,Arsenic,M,36
BA,631152000000,1587340800000,1,Arsenic,M,32
IS,631152000000,1587340800000,0,Arsenic,F,26
TH,631152000000,1587340800000,0,Arsenic,F,26
CU,631152000000,1587340800000,0,Arsenic,M,40
CI,631152000000,1587340800000,0,Arsenic,M,44
EC,631152000000,1587340800000,0,Arsenic,F,28
AX,631152000000,1587340800000,0,Arsenic,M,37
AD,631152000000,1587340800000,0,Arsenic,M,34
DJ,631152000000,1587340800000,0,Arsenic,M,30
AD,631152000000,1587340800000,0,Arsenic,M,34
AU,631152000000,1587340800000,0,Arsenic,M,37
GT,631152000000,1587340800000,0,Arsenic,F,33
GI,631152000000,1587340800000,0,Arsenic,F,32
TO,631152000000,1587340800000,0,Arsenic,F,37
WF,631152000000,1587340800000,0,Arsenic,M,31
MW,631152000000,1587340800000,0,Arsenic,F,24
JE,631152000000,1587340800000,0,Arsenic,M,24
WF,631152000000,1587340800000,0,Arsenic,F,31
MW,631152000000,1587340800000,0,Arsenic,M,24
CZ,631152000000,1587340800000,0,Arsenic,M,41
AE,631152000000,1587340800000,0,Arsenic,F,39
AG,631152000000,1587340800000,0,Arsenic,M,30
CD,631152000000,1587340800000,0,Arsenic,M,39
AS,631152000000,1587340800000,0,Arsenic,M,41
KE,631152000000,1587340800000,0,Arsenic,M,27
QA,631152000000,1587340800000,0,Arsenic,F,37
GB,631152000000,1587340800000,0,Arsenic,F,33
SI,631152000000,1587340800000,0,Arsenic,F,31
UY,631152000000,1587340800000,0,Arsenic,F,39
SA,631152000000,1587340800000,0,Arsenic,F,27
CZ,631152000000,1587340800000,0,Arsenic,M,41
BR,631152000000,1587340800000,0,Arsenic,F,35
TF,631152000000,1587340800000,0,Arsenic,M,31
AO,631152000000,1587340800000,0,Arsenic,M,32
BG,631152000000,1587340800000,1,Arsenic,M,32
RE,631152000000,1587340800000,0,Arsenic,F,33
TK,631152000000,1587340800000,0,Arsenic,M,33
AG,631152000000,1587340800000,1,Arsenic,M,30
KZ,631152000000,1587340800000,0,Arsenic,M,25
MO,631152000000,1587340800000,0,Arsenic,M,25
DZ,631152000000,1587340800000,0,Arsenic,M,36
DO,631152000000,1587340800000,0,Arsenic,M,32
GN,631152000000,1587340800000,0,Arsenic,M,41
UG,631152000000,1587340800000,0,Arsenic,F,26
BD,631152000000,1587340800000,0,Arsenic,M,35
UA,631152000000,1587340800000,1,Arsenic,F,34
PY,631152000000,1587340800000,0,Arsenic,M,26
VG,631152000000,1587340800000,0,Arsenic,F,31
GN,631152000000,1587340800000,0,Arsenic,M,41
RW,631152000000,1587340800000,0,Arsenic,M,30
ST,631152000000,1587340800000,0,Arsenic,F,38
LT,631152000000,1587340800000,0,Arsenic,F,26
PR,631152000000,1587340800000,1,Arsenic,M,37
UG,631152000000,1587340800000,0,Arsenic,F,26
CR,631152000000,1587340800000,0,Arsenic,M,35
MU,631152000000,1587340800000,0,Arsenic,F,40
BQ,631152000000,1587340800000,0,Arsenic,F,29
SZ,631152000000,1587340800000,0,Arsenic,M,40
TW,631152000000,1587340800000,0,Arsenic,M,37
AT,631152000000,1587340800000,0,Arsenic,F,42
PE,631152000000,1587340800000,0,Arsenic,F,31
IT,631152000000,1587340800000,0,Arsenic,M,34
LT,631152000000,1587340800000,0,Arsenic,M,26
PN,631152000000,1587340800000,0,Arsenic,F,36
UZ,631152000000,1587340800000,0,Arsenic,F,37
VI,631152000000,1587340800000,0,Arsenic,M,31
FJ,631152000000,1587340800000,0,Arsenic,M,41
MY,631152000000,1587340800000,1,Arsenic,M,37
HU,631152000000,1587340800000,0,Arsenic,M,33
AS,631152000000,1587340800000,1,Arsenic,F,41
GS,631152000000,1587340800000,0,Arsenic,M,43
AE,631152000000,1587340800000,0,Arsenic,F,39
AT,631152000000,1587340800000,0,Arsenic,M,42
ZW,631152000000,1587340800000,0,Arsenic,F,25
PG,631152000000,1587340800000,0,Arsenic,M,29
AS,631152000000,1587340800000,1,Arsenic,M,41
IM,631152000000,1587340800000,0,Arsenic,F,36
TO,631152000000,1587340800000,0,Arsenic,F,37
PT,631152000000,1587340800000,0,Arsenic,F,32
SG,631152000000,1587340800000,0,Arsenic,F,43
GS,631152000000,1587340800000,1,Arsenic,M,43
BO,631152000000,1587340800000,0,Arsenic,F,26
VU,631152000000,1587340800000,0,Arsenic,F,40
TG,631152000000,1587340800000,1,Arsenic,F,33
HR,631152000000,1587340800000,0,Arsenic,M,31
IM,631152000000,1587340800000,0,Arsenic,M,36
PS,631152000000,1587340800000,0,Arsenic,F,43
QA,631152000000,1587340800000,0,Arsenic,F,37
LA,631152000000,1587340800000,1,Arsenic,F,42
IL,631152000000,1587340800000,0,Arsenic,F,31
ML,631152000000,1587340800000,0,Arsenic,M,33
AG,631152000000,1587340800000,0,Arsenic,M,30
BI,631152000000,1587340800000,0,Arsenic,F,40
AW,631152000000,1587340800000,0,Arsenic,M,36
IT,631152000000,1587340800000,0,Arsenic,F,34
CY,631152000000,1587340800000,0,Arsenic,F,33
NG,631152000000,1587340800000,0,Arsenic,M,34
CO,631152000000,1587340800000,0,Arsenic,M,33
KN,631152000000,1587340800000,0,Arsenic,M,43
GG,631152000000,1587340800000,0,Arsenic,F,29
RE,631152000000,1587340800000,0,Arsenic,F,33
KH,631152000000,1587340800000,0,Arsenic,F,37
RE,631152000000,1587340800000,0,Arsenic,F,33
CA,631152000000,1587340800000,0,Arsenic,M,40
GI,631152000000,1587340800000,0,Arsenic,M,32
IQ,631152000000,1587340800000,0,Arsenic,M,34
ID,631152000000,1587340800000,1,Arsenic,M,45
KW,631152000000,1587340800000,0,Arsenic,F,26
AO,631152000000,1587340800000,0,Arsenic,M,32
MX,631152000000,1587340800000,0,Arsenic,F,32
LU,631152000000,1587340800000,0,Arsenic,M,35
CI,631152000000,1587340800000,0,Arsenic,M,44
CX,631152000000,1587340800000,0,Arsenic,F,23
UZ,631152000000,1587340800000,0,Arsenic,M,37
AT,631152000000,1587340800000,0,Arsenic,M,42
ST,631152000000,1587340800000,0,Arsenic,F,38
CU,631152000000,1587340800000,0,Arsenic,F,40
RW,631152000000,1587340800000,0,Arsenic,F,30
ES,631152000000,1587340800000,0,Arsenic,F,36
TK,631152000000,1587340800000,1,Arsenic,M,33
SH,631152000000,1587340800000,0,Arsenic,M,36
BA,631152000000,1587340800000,0,Arsenic,M,32
SL,631152000000,1587340800000,0,Arsenic,F,40
PG,631152000000,1587340800000,0,Arsenic,F,29
MP,631152000000,1587340800000,0,Arsenic,F,37
BM,631152000000,1587340800000,0,Arsenic,M,35
FM,631152000000,1587340800000,0,Arsenic,F,37
NZ,631152000000,1587340800000,0,Arsenic,M,38
GM,631152000000,1587340800000,0,Arsenic,M,27
PW,631152000000,1587340800000,0,Arsenic,M,35
IT,631152000000,1587340800000,0,Arsenic,M,34
HT,631152000000,1587340800000,0,Arsenic,F,39
AW,631152000000,1587340800000,0,Arsenic,M,36
GH,631152000000,1587340800000,1,Arsenic,F,40
SZ,631152000000,1587340800000,0,Arsenic,M,40
SD,631152000000,1587340800000,0,Arsenic,M,37
BM,631152000000,1587340800000,0,Arsenic,F,35
DE,631152000000,1587340800000,0,Arsenic,F,44
BZ,631152000000,1587340800000,0,Arsenic,F,28
SO,631152000000,1587340800000,0,Arsenic,F,32
FI,631152000000,1587340800000,1,Arsenic,M,32
DK,631152000000,1587340800000,0,Arsenic,F,36
TV,631152000000,1587340800000,0,Arsenic,M,36
GS,631152000000,1587340800000,0,Arsenic,F,43
SJ,631152000000,1587340800000,1,Arsenic,M,28
RE,631152000000,1587340800000,0,Arsenic,M,33
PF,631152000000,1587340800000,0,Arsenic,F,36
CV,631152000000,1587340800000,0,Arsenic,F,35
BH,631152000000,1587340800000,0,Arsenic,M,31
SS,631152000000,1587340800000,0,Arsenic,F,29
SO,631152000000,1587340800000,1,Arsenic,F,32
VG,631152000000,1587340800000,1,Arsenic,M,31
GB,631152000000,1587340800000,0,Arsenic,M,33
RO,631152000000,1587340800000,0,Arsenic,M,34
SK,631152000000,1587340800000,0,Arsenic,M,36
WS,631152000000,1587340800000,0,Arsenic,F,39
VG,631152000000,1587340800000,1,Arsenic,F,31
JM,631152000000,1587340800000,0,Arsenic,F,29
NZ,631152000000,1587340800000,1,Arsenic,F,38
DE,631152000000,1587340800000,0,Arsenic,F,44
VC,631152000000,1587340800000,0,Arsenic,M,32
LU,631152000000,1587340800000,0,Arsenic,M,35
TR,631152000000,1587340800000,0,Arsenic,F,35
OM,631152000000,1587340800000,0,Arsenic,F,36
CM,631152000000,1587340800000,0,Arsenic,F,29
HT,631152000000,1587340800000,0,Arsenic,M,39
MD,631152000000,1587340800000,0,Arsenic,M,29
NZ,631152000000,1587340800000,0,Arsenic,M,38
DK,631152000000,1587340800000,0,Arsenic,M,36
SN,631152000000,1587340800000,0,Arsenic,F,34
BJ,631152000000,1587340800000,0,Arsenic,F,45
CX,631152000000,1587340800000,0,Arsenic,F,23
MP,631152000000,1587340800000,0,Arsenic,M,37
UY,631152000000,1587340800000,1,Arsenic,F,39
KI,631152000000,1587340800000,1,Arsenic,F,39
DZ,631152000000,1587340800000,0,Arsenic,F,36
TG,631152000000,1587340800000,0,Arsenic,F,33
CX,631152000000,1587340800000,0,Arsenic,F,23
MS,631152000000,1587340800000,0,Arsenic,M,33
IT,631152000000,1587340800000,0,Arsenic,F,34
LA,631152000000,1587340800000,1,Arsenic,M,42
CU,631152000000,1587340800000,0,Arsenic,F,40
AX,631152000000,1587340800000,0,Arsenic,F,37
BR,631152000000,1587340800000,1,Arsenic,M,35
CN,631152000000,1587340800000,0,Arsenic,F,39
PM,631152000000,1587340800000,0,Arsenic,F,24
NF,631152000000,1587340800000,0,Arsenic,M,34
SR,631152000000,1587340800000,1,Arsenic,M,30
MM,631152000000,1587340800000,0,Arsenic,F,35
SB,631152000000,1587340800000,0,Arsenic,M,38
MF,631152000000,1587340800000,1,Arsenic,F,39
VN,631152000000,1587340800000,0,Arsenic,M,26
BG,631152000000,1587340800000,0,Arsenic,M,32
PG,631152000000,1587340800000,0,Arsenic,F,29
GD,631152000000,1587340800000,0,Arsenic,M,29
FI,631152000000,1587340800000,0,Arsenic,F,32
MS,631152000000,1587340800000,0,Arsenic,F,33
MS,631152000000,1587340800000,0,Arsenic,M,33
CY,631152000000,1587340800000,0,Arsenic,F,33
WF,631152000000,1587340800000,0,Arsenic,F,31
BF,631152000000,1587340800000,0,Arsenic,M,32
HR,631152000000,1587340800000,0,Arsenic,M,31
NP,631152000000,1587340800000,0,Arsenic,M,38
CZ,631152000000,1587340800000,0,Arsenic,M,41
SZ,631152000000,1587340800000,0,Arsenic,M,40
IO,631152000000,1587340800000,0,Arsenic,F,35
CV,631152000000,1587340800000,0,Arsenic,F,35
CR,631152000000,1587340800000,0,Arsenic,F,35
MM,631152000000,1587340800000,0,Arsenic,F,35
GA,631152000000,1587340800000,0,Arsenic,F,39
NO,631152000000,1587340800000,0,Arsenic,F,24
NF,631152000000,1587340800000,0,Arsenic,M,34
SB,631152000000,1587340800000,0,Arsenic,F,38
VA,631152000000,1587340800000,0,Arsenic,M,23
IM,631152000000,1587340800000,0,Arsenic,F,36
CL,631152000000,1587340800000,0,Arsenic,M,34
UZ,631152000000,1587340800000,0,Arsenic,M,37
OM,631152000000,1587340800000,0,Arsenic,M,36
KR,631152000000,1587340800000,0,Arsenic,F,32
SR,631152000000,1587340800000,1,Arsenic,F,30
NC,631152000000,1587340800000,1,Arsenic,M,33
NE,631152000000,1587340800000,0,Arsenic,M,42
SL,631152000000,1587340800000,0,Arsenic,F,40
GQ,631152000000,1587340800000,0,Arsenic,F,41
WS,631152000000,1587340800000,0,Arsenic,F,39
FR,631152000000,1587340800000,0,Arsenic,M,36
ZA,631152000000,1587340800000,0,Arsenic,F,33
CY,631152000000,1587340800000,0,Arsenic,M,33
ZA,631152000000,1587340800000,0,Arsenic,F,33
IO,631152000000,1587340800000,0,Arsenic,F,35
IE,631152000000,1587340800000,0,Arsenic,M,32
GS,631152000000,1587340800000,0,Arsenic,M,43
BS,631152000000,1587340800000,1,Arsenic,F,36
QA,631152000000,1587340800000,0,Arsenic,F,37
GD,631152000000,1587340800000,0,Arsenic,F,29
AX,631152000000,1587340800000,0,Arsenic,M,37
SV,631152000000,1587340800000,0,Arsenic,M,35
LK,631152000000,1587340800000,0,Arsenic,F,36
PA,631152000000,1587340800000,1,Arsenic,F,30
SB,631152000000,1587340800000,0,Arsenic,M,38
AW,631152000000,1587340800000,0,Arsenic,F,36
IO,631152000000,1587340800000,1,Arsenic,M,35
KW,631152000000,1587340800000,1,Arsenic,M,26
KZ,631152000000,1587340800000,0,Arsenic,M,25
NE,631152000000,1587340800000,1,Arsenic,F,42
GM,631152000000,1587340800000,1,Arsenic,F,27
ME,631152000000,1587340800000,0,Arsenic,M,28
BI,631152000000,1587340800000,0,Arsenic,M,40
HU,631152000000,1587340800000,0,Arsenic,M,33
BD,631152000000,1587340800000,0,Arsenic,M,35
BM,631152000000,1587340800000,0,Arsenic,F,35
RO,631152000000,1587340800000,0,Arsenic,M,34
UZ,631152000000,1587340800000,0,Arsenic,M,37
PS,631152000000,1587340800000,0,Arsenic,F,43
CK,631152000000,1587340800000,0,Arsenic,M,40
CU,631152000000,1587340800000,0,Arsenic,M,40
HT,631152000000,1587340800000,0,Arsenic,F,39
MC,631152000000,1587340800000,1,Arsenic,F,40
SA,631152000000,1587340800000,1,Arsenic,F,27
ET,631152000000,1587340800000,0,Arsenic,F,34
ZM,631152000000,1587340800000,0,Arsenic,M,28
YE,631152000000,1587340800000,1,Arsenic,F,36
NG,631152000000,1587340800000,0,Arsenic,M,34
GA,631152000000,1587340800000,0,Arsenic,M,39
BN,631152000000,1587340800000,0,Arsenic,M,41
AW,631152000000,1587340800000,0,Arsenic,F,36
MU,631152000000,1587340800000,0,Arsenic,M,40
IO,631152000000,1587340800000,0,Arsenic,M,35
MQ,631152000000,1587340800000,1,Arsenic,F,42
GT,631152000000,1587340800000,1,Arsenic,M,33
GA,631152000000,1587340800000,1,Arsenic,F,39
CG,631152000000,1587340800000,0,Arsenic,M,37
IL,631152000000,1587340800000,0,Arsenic,M,31
BN,631152000000,1587340800000,0,Arsenic,M,41
TZ,631152000000,1587340800000,0,Arsenic,M,38
FM,631152000000,1587340800000,0,Arsenic,F,37
MD,631152000000,1587340800000,0,Arsenic,F,29
MK,631152000000,1587340800000,0,Arsenic,F,36
IQ,631152000000,1587340800000,0,Arsenic,M,34
BS,631152000000,1587340800000,0,Arsenic,F,36
GQ,631152000000,1587340800000,0,Arsenic,F,41
KI,631152000000,1587340800000,0,Arsenic,M,39
IE,631152000000,1587340800000,1,Arsenic,F,32
CN,631152000000,1587340800000,0,Arsenic,F,39
JE,631152000000,1587340800000,0,Arsenic,F,24
